Respondent,InterviewDuration,RandVar,S1,Q01,Q02,Q03,Q04,Q05,Q06Num,Q07Num,Q06,Q06a,Q06b,Q06b_TXT,Q06c,Q07,Q07a,Q07bNum,Q07cNum,Q07b,Q07c,Q07d,Q07d_TXT,Q08,Q08b,Q08b_TXT,Q09Var,Q09varA,Q09varB,Q09varC,Q10Var,Q10varA,Q10varB,Q10varC,Q11Var,Q11varA,Q11varB,Q11varC,Q12Var,Q12varA,Q12varB,Q12varC,Q09,Q10,Q11,Q12,Q12b,Q13,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_80,Q17_TXT,Q18,Q19,Q20,Q21,Q22,Q23,Q24a,Q24,Q25,Q26,Q26_TXT
939,282,1,Yes,Male,56-70,50+ miles,01-Feb,Little knowledge,80,90,No,Very sure,,Ridiculous amount to ask any individual,Very sure,No,Very sure,,45,Question skipped,No,,Can't afford,Option A,,I'm not reading all that for 50p. Random choice. No wrong answers.,2,50%,90%,£1,3,5%,40%,£0.50,1,5%,90%,£2.50,2,50%,10%,£2.50,Option B,Option B,Option A,Option A,Very sure,1 – Completely disagree,1 – Completely disagree,5 – Completely agree,None of it,Chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,Little knowledge,No,4,Bachelor’s degree,"Not in education, employment or training",No,£0-£500,1 - Did not understand,Chosen,No further comments
940,528,1,Yes,Female,40-55,50+ miles,03-May,Little knowledge,10,10,No,Quite sure,,The research may not produce any results and could be mis used.,Very sure,Yes,Very sure,20,,Yes,Question skipped,,,Option A,,It was a massive increase in price and performance,2,50%,90%,£1,4,5%,10%,£1,3,10%,90%,£5,1,50%,10%,£0.50,Option B,Option B,Option A,Option A,Quite sure,3,4,4,None of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Average knowledge,Don’t know,2,A level or college equivalent,Part-time employment,Yes,£1001-£1500,10 - Perfectly clear,Chosen,No further comments
941,607,1,Yes,Female,26-39,50+ miles,01-Feb,Average knowledge,5,80,Yes,Very sure,,,Question skipped,No,Quite sure,,40,Question skipped,Yes,,,Option A,Chosen,Don't know,3,5%,10%,£5,2,5%,40%,£2.50,4,5%,90%,£0.50,3,10%,40%,£1,Option B,Option B,Option A,Option A,Quite sure,2,3,4,Some of it,Not chosen,Chosen,Not chosen,Chosen,Not chosen,,Yes,Average knowledge,No,3,Postgraduate degree,Full-time employment,No,£3001-£4000,6,,No its hood
942,687,2,Yes,Female,40-55,50+ miles,6+,Strong knowledge,5,5,Yes,Quite sure,,,Question skipped,Yes,Quite sure,10,,Yes,Question skipped,,,Option A,,B made no difference to product performance or environmental impact.,3,5%,10%,£5,2,5%,40%,£2.50,4,5%,90%,£0.50,3,10%,40%,£1,Option A,Option B,Option B,Option B,Very sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,None of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Strong knowledge,Yes,3,Postgraduate degree,Self-employed,Yes,£501-£1000,10 - Perfectly clear,Chosen,No further comments
943,157,2,Yes,Female,18-25,11-20 miles,0,No knowledge,40,90,No,Unsure,Chosen,Don't know,Unsure,No,Unsure,,45,Question skipped,No,Chosen,Don't know,Option A,Chosen,Don't know,3,5%,10%,£5,1,10%,10%,£0.50,3,10%,90%,£5,4,5%,10%,£5,Option A,Option A,Option A,Option A,Unsure,1 – Completely disagree,3,2,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,No knowledge,No,3,Postgraduate degree,Part-time employment,No,£501-£1000,7,Chosen,No further comments
944,518,1,Yes,Male,56-70,50+ miles,0,Little knowledge,5,60,Yes,Very sure,,,Question skipped,Yes,Quite sure,120,,No,Question skipped,,,Option A,,No difference in microplastics and better performance,3,5%,10%,£5,4,5%,10%,£1,3,10%,90%,£5,4,5%,10%,£5,Option A,Option A,Option B,Option A,Very sure,3,4,4,None of it,Chosen,Chosen,Not chosen,Not chosen,Not chosen,,No,Average knowledge,Yes,4,Bachelor’s degree,Retired,Yes,£2001-£2500,8,Chosen,No further comments
945,705,1,Yes,Female,18-25,50+ miles,01-Feb,Little knowledge,60,5,No,Quite sure,,5 or 10 pounds per year is okay however 60 is quite a larger amount,Quite sure,Yes,Quite sure,10,,Yes,Question skipped,,,Option A,,There is no change to the environment with both options and option B was more expensive and less effective.,3,5%,10%,£5,1,10%,10%,£0.50,3,10%,90%,£5,4,5%,10%,£5,Option A,Option B,Option B,Option A,Very sure,3,3,4,None of it,Chosen,Not chosen,Chosen,Chosen,Not chosen,,No,Good knowledge,Don’t know,3,Bachelor’s degree,Full-time employment,Yes,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
946,310,2,Yes,Female,40-55,0-2 miles,6+,Good knowledge,60,5,Yes,Very sure,,,Question skipped,Yes,Very sure,10,,Yes,Question skipped,,,Option B,,Anything is better,1,50%,40%,£5,3,5%,40%,£0.50,1,5%,90%,£2.50,2,50%,10%,£2.50,Option B,Option B,Option B,Option A,Quite sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,All of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Strong knowledge,Yes,5 – Very confident,GCSE’s / O levels,Self-employed,Yes,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
947,606,2,Yes,Male,56-70,3-10 miles,01-Feb,Average knowledge,60,20,No,Unsure,,I am retired,Quite sure,Yes,Quite sure,40,,Yes,Question skipped,,,Option A,,Clearly a test question as increasing price with no environmental impact.,1,50%,40%,£5,2,5%,40%,£2.50,2,5%,10%,£1,3,10%,40%,£1,Option A,Option A,Option B,Option B,Very sure,3,3,4,None of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,No,Good knowledge,Yes,4,A level or college equivalent,Retired,No,£1001-£1500,9,Chosen,No further comments
948,298,2,Yes,Female,40-55,21-49 miles,03-May,Little knowledge,80,10,No,Quite sure,Chosen,Don't know,Unsure,No,Quite sure,,5,Question skipped,No,Chosen,Don't know,Option A,Chosen,Don't know,2,50%,90%,£1,3,5%,40%,£0.50,3,10%,90%,£5,2,50%,10%,£2.50,Option A,Option A,Option A,Option A,Quite sure,3,3,3,Some of it,Not chosen,Chosen,Not chosen,Not chosen,Not chosen,,No,Little knowledge,Yes,4,GCSE’s / O levels,Part-time employment,No,£501-£1000,10 - Perfectly clear,Chosen,No further comments
949,248,2,Yes,Male,56-70,50+ miles,01-Feb,No knowledge,60,20,Yes,Very sure,,,Question skipped,Yes,Very sure,40,,Yes,Question skipped,,,Option B,Chosen,Don't know,4,10%,10%,£2.50,3,5%,40%,£0.50,4,5%,90%,£0.50,3,10%,40%,£1,Option B,Option B,Option B,Option B,Very sure,4,4,4,All of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Little knowledge,Yes,4,GCSE’s / O levels,Full-time employment,No,£1001-£1500,7,Not chosen,
950,589,1,Yes,Female,26-39,50+ miles,01-Feb,Little knowledge,80,80,No,Very sure,,would just continue to ask for more and more money,Very sure,No,Quite sure,,40,Question skipped,Yes,,,Option A,,£5 per product is very expensive and losing performance by such a high rate isn't good,1,50%,40%,£5,3,5%,40%,£0.50,2,5%,10%,£1,2,50%,10%,£2.50,Option A,Option B,Option B,Option B,Very sure,4,4,5 – Completely agree,All of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,No,Average knowledge,Don’t know,3,Postgraduate degree,Full-time employment,No,£4001-£5000,9,Chosen,No further comments
953,401,2,Yes,Male,56-70,3-10 miles,01-Feb,Average knowledge,20,60,No,Quite sure,,Take it from Water Companies' monopoly profits,Very sure,No,Very sure,,30,Question skipped,No,,Water Companies make obscene profits for their shareholders,Option A,Chosen,Don't know,2,50%,90%,£1,3,5%,40%,£0.50,3,10%,90%,£5,4,5%,10%,£5,Option A,Option A,Option A,Option A,Quite sure,3,4,5 – Completely agree,All of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Average knowledge,Don’t know,4,Bachelor’s degree,"Not in education, employment or training",No,£501-£1000,4,Chosen,No further comments
954,487,2,Yes,Male,56-70,0-2 miles,6+,Average knowledge,20,10,No,Quite sure,,"water bills, along with other household bills, are already high enough",Quite sure,Yes,Quite sure,20,,No,Question skipped,,,Option A,,appears to be a decent improvement for £5,4,10%,10%,£2.50,2,5%,40%,£2.50,3,10%,90%,£5,3,10%,40%,£1,Option B,Option B,Option B,Option B,Quite sure,3,3,3,Some of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Average knowledge,Yes,3,Bachelor’s degree,Full-time employment,No,£3001-£4000,10 - Perfectly clear,Chosen,No further comments
955,215,1,Yes,Male,18-25,Don’t know,0,No knowledge,10,90,Yes,Quite sure,,,Question skipped,Yes,Unsure,180,,No,Question skipped,,,Option B,Chosen,Don't know,2,50%,90%,£1,2,5%,40%,£2.50,3,10%,90%,£5,3,10%,40%,£1,Option B,Option B,Option B,Option B,Quite sure,3,3,3,None of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,Prefer not to say,No knowledge,Yes,2,Prefer not to say,Student,Yes,Prefer not to say,2,Chosen,No further comments
956,335,2,Yes,Female,26-39,0-2 miles,6+,Good knowledge,80,100,Yes,Quite sure,,,Question skipped,Yes,Quite sure,200,,No,Question skipped,,,Option A,,looks like the best value with the smallest descrese,4,10%,10%,£2.50,1,10%,10%,£0.50,2,5%,10%,£1,1,50%,10%,£0.50,Option B,Option B,Option B,Option B,Quite sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Good knowledge,Yes,5 – Very confident,Bachelor’s degree,Full-time employment,Yes,£2001-£2500,10 - Perfectly clear,,great length! easy to understand
957,195,2,Yes,Male,56-70,50+ miles,01-Feb,Good knowledge,80,5,Yes,Very sure,,,Question skipped,Yes,Very sure,10,,Yes,Question skipped,,,Option A,,poor performance and expensive price is no trade-off,2,50%,90%,£1,2,5%,40%,£2.50,4,5%,90%,£0.50,3,10%,40%,£1,Option A,Option A,Option B,Option A,Very sure,3,3,5 – Completely agree,Some of it,Chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,Good knowledge,Don’t know,4,Bachelor’s degree,Full-time employment,Prefer not to say,Prefer not to say,10 - Perfectly clear,Chosen,No further comments
959,302,2,Yes,Female,26-39,11-20 miles,6+,Average knowledge,90,80,No,Quite sure,,Make a large profit that they can use,Quite sure,No,Quite sure,,40,Question skipped,No,Chosen,Don't know,Option A,,Option B too expensive,4,10%,10%,£2.50,2,5%,40%,£2.50,2,5%,10%,£1,2,50%,10%,£2.50,Option A,Option A,Option A,Option A,Quite sure,4,4,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Not chosen,Not chosen,,No,Average knowledge,No,4,GCSE’s / O levels,Part-time employment,No,Prefer not to say,10 - Perfectly clear,Chosen,No further comments
960,812,2,Yes,Female,26-39,50+ miles,01-Feb,Little knowledge,60,20,No,Very sure,,I think that this kind of theoretical research should no tbe funded by people with average or low income pople. I pay a lot of bills,Very sure,Yes,Quite sure,40,,Yes,Question skipped,,,Option A,,I do not see what advantage option b gives at all,1,50%,40%,£5,2,5%,40%,£2.50,2,5%,10%,£1,3,10%,40%,£1,Option A,Option B,Option B,Option B,Quite sure,2,3,5 – Completely agree,Some of it,Chosen,Chosen,Not chosen,Not chosen,Not chosen,,Yes,Good knowledge,Don’t know,4,Bachelor’s degree,Full-time employment,Yes,£1001-£1500,10 - Perfectly clear,,the bottom of the screen was flickery on my tablet on some of the pages
961,793,2,Yes,Male,56-70,21-49 miles,03-May,Average knowledge,100,10,No,Quite sure,,"Water bills are expensive enough in Wales, I think they are in the top 3 bills from the England and Wales water companies.",Quite sure,Yes,Quite sure,20,,Yes,Question skipped,,,Option A,,You stated that they is little or no evidence to support the negative impact of microplastics in cosmetic products so until you can prove it I would stay with the status quo.,2,50%,90%,£1,3,5%,40%,£0.50,2,5%,10%,£1,4,5%,10%,£5,Option A,Option A,Option A,Option A,Very sure,3,3,4,Some of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,Yes,Good knowledge,Yes,4,Postgraduate degree,Retired,No,£2001-£2500,10 - Perfectly clear,,I think more evidence needs to be forthcoming before people will change their attitudes to microplastics in cosmetics based on the information provided in this survey.
963,248,1,Yes,Male,40-55,21-49 miles,03-May,Good knowledge,5,80,Yes,Very sure,,,Question skipped,Yes,Very sure,160,,Yes,Question skipped,,,Option B,,If it helps reduce micro plastics getting into the water system its worth abit of money,1,50%,40%,£5,4,5%,10%,£1,1,5%,90%,£2.50,2,50%,10%,£2.50,Option B,Option B,Option B,Option B,Very sure,4,5 – Completely agree,5 – Completely agree,All of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Good knowledge,Don’t know,4,Bachelor’s degree,Full-time employment,No,£3001-£4000,10 - Perfectly clear,,"nice survey, very enjoyable.  many thanks for sending"
964,182,2,Yes,Female,26-39,11-20 miles,6+,Good knowledge,40,5,Yes,Very sure,,,Question skipped,Yes,Very sure,10,,Yes,Question skipped,,,Option B,Chosen,Don't know,2,50%,90%,£1,2,5%,40%,£2.50,3,10%,90%,£5,3,10%,40%,£1,Option A,Option A,Option B,Option A,Very sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,All of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,Yes,Good knowledge,Don’t know,5 – Very confident,Bachelor’s degree,Prefer not to say,Prefer not to say,Prefer not to say,10 - Perfectly clear,Chosen,No further comments
965,362,2,Yes,Female,56-70,50+ miles,01-Feb,Little knowledge,40,60,Yes,Very sure,,,Question skipped,No,Quite sure,,30,Question skipped,Yes,,,Option A,Chosen,Don't know,1,50%,40%,£5,3,5%,40%,£0.50,2,5%,10%,£1,3,10%,40%,£1,Option B,Option B,Option B,Option B,Quite sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,Some of it,Chosen,Not chosen,Chosen,Not chosen,Not chosen,,Yes,Average knowledge,Yes,4,Postgraduate degree,Retired,No,£1501-£2000,8,Chosen,No further comments
966,821,2,Yes,Female,56-70,11-20 miles,03-May,Average knowledge,20,80,Yes,Very sure,,,Question skipped,Yes,Unsure,160,,No,Question skipped,,,Option A,,Option B still results in release of plastics to the environment so it is not worth paying more and getting less efficient product. Hence the change is not worthwhile in my opinion,2,50%,90%,£1,2,5%,40%,£2.50,3,10%,90%,£5,3,10%,40%,£1,Option B,Option B,Option B,Option B,Very sure,4,4,5 – Completely agree,None of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Average knowledge,Yes,5 – Very confident,Bachelor’s degree,Retired,No,£501-£1000,9,,I am appalled by the plastics in the ocean and the results to wildlife. Any research that can justify action by individuals and governments is worthwhile.
967,315,2,Yes,Female,40-55,11-20 miles,01-Feb,Little knowledge,20,80,No,Unsure,,watching what we spend at the moment,Quite sure,No,Quite sure,,40,Question skipped,No,,Watching what we spend.,Option A,Chosen,Don't know,4,10%,10%,£2.50,4,5%,10%,£1,1,5%,90%,£2.50,2,50%,10%,£2.50,Option A,Option A,Option A,Option A,Quite sure,3,3,3,Some of it,Not chosen,Not chosen,Chosen,Not chosen,Not chosen,,No,Average knowledge,Don’t know,3,A level or college equivalent,Retired,No,£2501-£3000,5,Chosen,No further comments
968,135,1,Yes,Female,26-39,3-10 miles,6+,Average knowledge,90,80,Yes,Quite sure,,,Question skipped,Yes,Quite sure,160,,No,Question skipped,,,Option A,Chosen,Don't know,2,50%,90%,£1,2,5%,40%,£2.50,3,10%,90%,£5,3,10%,40%,£1,Option B,Option B,Option A,Option B,Quite sure,3,4,3,Some of it,Chosen,Not chosen,Not chosen,Not chosen,Not chosen,,No,Little knowledge,Don’t know,4,A level or college equivalent,Part-time employment,Yes,£501-£1000,9,Chosen,No further comments
969,433,2,Yes,Female,56-70,3-10 miles,6+,Average knowledge,100,90,No,Quite sure,,Our water bill is high enough and a water meter would not reduce this significantly.,Quite sure,No,Very sure,,45,Question skipped,Yes,,,Option A,Chosen,Don't know,4,10%,10%,£2.50,3,5%,40%,£0.50,3,10%,90%,£5,2,50%,10%,£2.50,Option B,Option B,Option A,Option B,Quite sure,4,4,5 – Completely agree,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Good knowledge,Don’t know,3,GCSE’s / O levels,Full-time employment,No,£2501-£3000,10 - Perfectly clear,Chosen,No further comments
970,915,2,Yes,Female,26-39,3-10 miles,6+,Good knowledge,100,40,No,Very sure,,I wouldn't be willing to pay £100 more for research that wouldn't reduce the amount of microplastics. Maybe if the research had a double effect the big increase could be justified.,Very sure,Yes,Very sure,80,,Yes,Question skipped,,,Option A,,Reduction in quality is not worth a 0% effect on microplastics reduction.,4,10%,10%,£2.50,4,5%,10%,£1,1,5%,90%,£2.50,4,5%,10%,£5,Option B,Option B,Option B,Option B,Very sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,None of it,Chosen,Chosen,Not chosen,Not chosen,Not chosen,,No,Good knowledge,Yes,5 – Very confident,Bachelor’s degree,Full-time employment,No,£2501-£3000,8,Chosen,No further comments
971,471,2,Yes,Female,56-70,3-10 miles,01-Feb,Average knowledge,100,60,No,Unsure,,"I live on benefits and couldn't afford to,",Very sure,No,Quite sure,,30,Question skipped,Yes,,,Option A,,No cost to me,2,50%,90%,£1,1,10%,10%,£0.50,4,5%,90%,£0.50,3,10%,40%,£1,Option B,Option B,Option B,Option B,Very sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,All of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Average knowledge,Yes,4,A level or college equivalent,"Not in education, employment or training",No,£0-£500,10 - Perfectly clear,Chosen,No further comments
972,648,2,Yes,Male,56-70,50+ miles,0,Average knowledge,40,40,Yes,Very sure,,,Question skipped,Yes,Very sure,80,,No,Question skipped,,,Option A,,There is no benefit on the reduction of microplastic  for option B but the price goes up,3,5%,10%,£5,3,5%,40%,£0.50,3,10%,90%,£5,1,50%,10%,£0.50,Option A,Option B,Option B,Option B,Very sure,5 – Completely agree,5 – Completely agree,5 – Completely agree,None of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,Yes,Good knowledge,Yes,4,Postgraduate degree,Full-time employment,Yes,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
973,767,2,Yes,Female,26-39,50+ miles,01-Feb,Little knowledge,60,20,No,Quite sure,,"That's a quarter of my current water bill. I already struggle to keep up with this bill, this seems like a very high amount per household for ordinary every day people to be paying.",Quite sure,Yes,Very sure,40,,No,Question skipped,,,Option A,,"The reduction of effectiveness of product b is not acceptable to me, and it costs more.",2,50%,90%,£1,3,5%,40%,£0.50,4,5%,90%,£0.50,1,50%,10%,£0.50,Option A,Option B,Option B,Option A,Very sure,3,3,3,Some of it,Chosen,Chosen,Chosen,Chosen,Not chosen,,No,Little knowledge,Yes,3,A level or college equivalent,Full-time employment,No,£1501-£2000,10 - Perfectly clear,Chosen,No further comments
975,513,1,Yes,Female,56-70,3-10 miles,6+,Average knowledge,40,100,No,Quite sure,,They should fund their own research,Quite sure,Yes,Quite sure,200,,No,Question skipped,,,Option A,,The difference didn't justify the price,2,50%,90%,£1,3,5%,40%,£0.50,3,10%,90%,£5,2,50%,10%,£2.50,Option B,Option B,Option A,Option A,Quite sure,3,4,5 – Completely agree,None of it,Not chosen,Chosen,Chosen,Not chosen,Not chosen,,No,Average knowledge,Yes,3,GCSE’s / O levels,Retired,No,£501-£1000,8,Chosen,No further comments
976,197,1,Yes,Female,26-39,50+ miles,01-Feb,Average knowledge,80,100,No,Quite sure,Chosen,Don't know,Quite sure,Yes,Quite sure,200,,No,Question skipped,,,Option A,Chosen,Don't know,4,10%,10%,£2.50,2,5%,40%,£2.50,2,5%,10%,£1,3,10%,40%,£1,Option A,Option B,Option B,Option B,Quite sure,4,4,4,Some of it,Not chosen,Not chosen,Chosen,Chosen,Not chosen,,No,Average knowledge,Don’t know,3,Bachelor’s degree,Full-time employment,Yes,Prefer not to say,8,Chosen,No further comments
